label,source,text,username,mention,title,state
From: Tim Griffin (Representative from Arkansas),twitter,.@arfishinhole with ms. sutterfield's ap government class! #ar2 @conwayschools http://t.co/28z6aclfzs,tim griffin,"['@arfishinhole', '@conwayschools']",Representative,Arkansas
From: Brian Higgins (Representative from New York),twitter,rt @wkbw ohio street project moves forward http://t.co/t3vcwg8jzg,brian higgins,['@wkbw'],Representative,New York
From: Steve Pearce (Representative from New Mexico),twitter,speaking this morning to the new mexico association of counties http://t.co/krgebze8ri,steve pearce,[],Representative,New Mexico
From: Lynn Jenkins (Representative from Kansas),twitter,icymi: my #congresstoks town hall a few weeks ago in #sabetha http://t.co/r64el0i6,lynn jenkins,[],Representative,Kansas
From: Erik Paulsen (Representative from Minnesota),twitter,"discussed a # of issues at the veterans roundtable i hosted this morning including ed, jobs for vets, and the va. http://t.co/khtmiqpytv",erik paulsen,[],Representative,Minnesota
From: Kevin Cramer (Representative from North Dakota),twitter,coffee at barnes and noble in bismarck http://t.co/azueqy2p3j,kevin cramer,[],Representative,North Dakota
From: Dan Kildee (Representative from Michigan),twitter,"instead of lurching from one manufactured crisis to the next, it's time for congress to focus on creating jobs! http://t.co/4c03y16gy3",dan kildee,[],Representative,Michigan
From: Jim Himes (Representative from Connecticut),twitter,joined @senblumenthal at powerful gun violence prevention vigil in stamford. thank you interfaith council. http://t.co/kpj7beqmzl,jim himes,['@senblumenthal'],Representative,Connecticut
From: Mitch McConnell (Senator from Kentucky),twitter,.@kystatefop mcconnell pushes bill to create ûïblue alertû to help catch suspects who attack law enforcement officers http://t.co/z1knwqoglt,mitch mcconnell,['@kystatefop'],Senator,Kentucky
From: Robert Menendez (Senator from New Jersey),twitter,"news: glad @interior is releasing $475mil for #sandyrecovery: http://t.co/skoqyox4xh. as we near summer tourist season, we cont'd to rebuild",robert menendez,['@interior'],Senator,New Jersey
From: Robert Hurt (Representative from Virginia),twitter,"our staff will hold local office hrs in lunenburg on fri, dec 13 to meet w/constituents who need help w/fed agencies: http://t.co/9rwdyvxb0f",robert hurt,[],Representative,Virginia
From: Gary Peters (Representative from Michigan),twitter,"proof that strong #auto = strong middle class 47,000 @ford workers will receive avg of $8.8k each in shared profit after $8b profit in 2013",gary peters,['@ford'],Representative,Michigan
From: Pat Meehan (Representative from Pennsylvania),twitter,new @usdol #careeronestop website will connect #vets to employers http://t.co/btil03tyqw,pat meehan,['@usdol'],Representative,Pennsylvania
From: Louie Gohmert (Representative from Texas),twitter,illegal immigrants already being released to neighborhood near you http://t.co/mz3r7meyz9 via @watchdogorg,louie gohmert,['@watchdogorg'],Representative,Texas
From: Bill Flores (Representative from Texas),twitter,we have a lot of wishes on our list and a very important one is keystone xl. #timetobuild http://t.co/5dr9dj7f9h,bill flores,[],Representative,Texas
From: Tim Johnson (Senator from South Dakota),twitter,i met with national field archery association president bruce cull and enjoyed touring the facility today in yankton. http://t.co/rkfcktppw1,tim johnson,[],Senator,South Dakota
From: Robert Pittenger (Representative from North Carolina),twitter,next wk @barackobama give 6th #sotu. i want to know what you think. tweet me your ?s using #nc09sotu http://t.co/5a4kfgusrj,robert pittenger,['@barackobama'],Representative,North Carolina
From: Kenny Marchant (Representative from Texas),twitter,read more about my verified and legitimate id (valid) act here: http://t.co/qng5hrmutn (2/2),kenny marchant,[],Representative,Texas
From: Joseph Kennedy III (Representative from Massachusetts),twitter,truly honored to talk with @americanlegion vets abt how we can ensure our #vets get support + benefits they deserve. http://t.co/fk2eeg4gnz,joseph kennedy iii,['@americanlegion'],Representative,Massachusetts
From: Jerry Moran (Senator from Kansas),twitter,en route to the @whitehouse to meet w/ the president &amp; @senate_gops. i'm hopeful discussions like these will bring this stalemate to an end.,jerry moran,"['@whitehouse', '@senate']",Senator,Kansas
From: Pat Meehan (Representative from Pennsylvania),twitter,"#obamacare vexing small businesses, courtesy of @pittsburghpg http://t.co/qyzrshdzqg #trainwreck",pat meehan,['@pittsburghpg'],Representative,Pennsylvania
From: Gwen Moore (Representative from Wisconsin),twitter,"today in 1870, hiram revels became the first african american to serve in the u.s. senate #bhm",gwen moore,[],Representative,Wisconsin
From: John Hoeven (Senator from North Dakota),twitter,"approving #keystonexl ""won't cost taxpayers a dime."" read excellent @wsj editorial on importance of pipeline http://t.co/f2daagz2wk",john hoeven,['@wsj'],Senator,North Dakota
From: Joe Garcia (Representative from Florida),twitter,icymi @repjeffdenham announces heûªll be first r to sign onto hr15! watch the interview http://t.co/ehcxatxild #actonreform #cir #timeisnow,joe garcia,['@repjeffdenham'],Representative,Florida
From: Mike Rogers (Representative from Michigan),twitter,as a cancer survivor i believe we must ensure patient access to quality cancer treatment by reimbursing providers equally in all settings.,mike rogers,[],Representative,Michigan
From: Jeffrey Duncan (Representative from South Carolina),twitter,"here's to hoping clemson tigers can show as much ""get after it"" today vs ncstate! go tigers! #clemson #tigerfootball #bloodrunnethorange",jeffrey duncan,[],Representative,South Carolina
From: John Thune (Senator from South Dakota),twitter,today marks 50th anniversary of mlkûªs ûïi have a dream.û mlk visited sioux falls in '61. his interview w/ @keloland: http://t.co/jskmhst4mi,john thune,['@keloland'],Senator,South Dakota
From: Nancy Pelosi (Representative from California),twitter,chairman @darrellissaûªs decision to silence a fellow member of congress was outrageous &amp; disrespectful...not how the house should be run.,nancy pelosi,['@darrellissa'],Representative,California
From: Tom Latham (Representative from Iowa),twitter,rt @rephartzler: beautiful u.s. capitol christmas tree this year!  may this season bring good tidings to all. http://t.co/itn1sa7yox,tom latham,['@rephartzler'],Representative,Iowa
From: Steven Palazzo (Representative from Mississippi),twitter,iûªve fought devastating defense cuts for 2 years b/c they threaten to put tens of thousands of soldiers out of work:http://t.co/ivo1qw1sdz,steven palazzo,[],Representative,Mississippi
From: Cheri Bustos (Representative from Illinois),twitter,great news for manufacturing &amp; job creation in the quad-cities! http://t.co/oikkhkhkl8 #makeitinamerica,cheri bustos,[],Representative,Illinois
From: Markwayne Mullin (Representative from Oklahoma),twitter,had great conversation with administrators at the john paul scroggins conference center in valliant. http://t.co/neqnm2visf,markwayne mullin,[],Representative,Oklahoma
From: Tim Scott (Senator from South Carolina),twitter,"2. the #choiceact puts education back in the hands of parents, and away from dc bureaucrats. #schoolchoice #opportunityagenda",tim scott,[],Senator,South Carolina
From: Mike Lee (Senator from Utah),twitter,it's always worth it when you stand behind the american people: http://t.co/bmpb3gqeta #cromnibus,mike lee,[],Senator,Utah
From: Peter Roskam (Representative from Illinois),twitter,video ask peter: folks back home are having serious problems w #aca website. learn how to protect yourself here: http://t.co/pkurrwxxaz,peter roskam,[],Representative,Illinois
From: Tom Rooney (Representative from Florida),twitter,"as cosponsor of #hr36, glad house is forming select committee to investigate #benghazi, admin's response &amp; seek justice for victims #pjnet",tom rooney,[],Representative,Florida
From: David Cicilline (Representative from Rhode Island),twitter,today at 2pm @davidcicilline will discuss human rights in nigeria during @hfacdemocrats hearing http://t.co/zaxhajvwi1,david cicilline,"['@davidcicilline', '@hfacdemocrats']",Representative,Rhode Island
From: Justin Amash (Representative from Michigan),twitter,good intentions don't justify violating rights secured by the constitution. that's why we have a constitution.,justin amash,[],Representative,Michigan
From: Marsha Blackburn (Representative from Tennessee),twitter,thanks to @repmikerogers for cosponsoring hr 2809. #delaydefund,marsha blackburn,['@repmikerogers'],Representative,Tennessee
From: Bill Cassidy (Representative from Louisiana),twitter,revenue sharing is critical and my house-passed bill is waiting for action: http://t.co/lmcd1vnzkl #lasen,bill cassidy,[],Representative,Louisiana
From: Frank Lautenberg (Senator from New Jersey),twitter,#presidentobama is right. superstom #sandy &amp; extreme weather events are not a freak coincidence &amp; we must do more to combat #climatechange,frank lautenberg,[],Senator,New Jersey
From: David Valadao (Representative from California),twitter,attending the state of the union with @repswalwell. http://t.co/ldbqwdrb,david valadao,['@repswalwell'],Representative,California
From: Charles Grassley (Senator from Iowa),twitter,when will wash start work to control spending? deal failed 2 do so&amp; president made clear he wants more tax increases. yet prob is spending,charles grassley,[],Senator,Iowa
From: Steve Stivers (Representative from Ohio),twitter,had a great telephone townhall with constituents of #oh15 last night. thank you to all those who participated! http://t.co/0ceqsominv,steve stivers,[],Representative,Ohio
From: John Boehner (Representative from Ohio),twitter,this is significant: http://t.co/4n2pk40bvc,john boehner,[],Representative,Ohio
From: Mike Johanns (Senator from Nebraska),twitter,"johanns, fischer introduce legislation to create commemorative boys town coins: http://t.co/zfg2rzo8xu",mike johanns,[],Senator,Nebraska
From: Jackie Speier (Representative from California),twitter,stop harming our kids #shok resolution urges states to end harmful and discredited sexual orientation change efforts http://t.co/w7ykl79bjs,jackie speier,[],Representative,California
From: Tammy Duckworth (Representative from Illinois),twitter,"yesterday, @elainenekritz and i held a roundtable on #snap and #hunger. great to hear from our community about their needs. #awp2013...",tammy duckworth,['@elainenekritz'],Representative,Illinois
From: Mark Pocan (Representative from Wisconsin),twitter,"gop jobs failure continues to hurt wisconsin middle-class working families-#wi ranked 37th in job creation last year.
http://t.co/54ac3ao0zl",mark pocan,[],Representative,Wisconsin
From: Kevin Brady (Representative from Texas),twitter,for the sole purpose of fatiguing them into compliance with his measures. #independenceday,kevin brady,[],Representative,Texas
From: John Cornyn (Senator from Texas),twitter,rt @meganmitchell: .@johncornyn to @presssec not only is this legislation necessary itûªs the moral obligation of this nation,john cornyn,"['@meganmitchell', '@johncornyn', '@presssec']",Senator,Texas
